Zone,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI,H_PopTot,H_Cases,H_AAIR,H_LCI,H_UCI,ZoneName
A9014,Female,CRC,05yrs,166237,68,33.5,25.7,42.9,96185,54,39.1,28.4,52.9,37291,,,,,21931,,,,,New Castle 5
A9015,Female,CRC,05yrs,193224,88,29.4,22.9,37.4,139883,76,30.9,23.1,41.0,24344,,,,,25052,,,,,Sussex 1
Nationwide,Female,CRC,05yrs,821290473,339929,33.0,32.9,33.1,508234510,246695,33.1,33.0,33.3,110548817,42667,37.3,36.9,37.6,143504316,31342,28.8,28.4,29.1,
Statewide,Female,CRC,05yrs,2471440,1091,32.5,30.6,34.6,1569311,814,33.0,30.6,35.6,574714,208,33.4,28.9,38.4,216639,45,38.7,27.4,52.5,
A9001,Male,CRC,05yrs,150901,51,33.2,24.4,44.2,113029,43,33.4,23.7,45.9,16019,,,,,8250,,,,,New Castle 7
A9002,Male,CRC,05yrs,142362,62,40.1,30.5,51.8,92769,46,41.3,29.7,55.9,36146,,,,,8967,,,,,Kent 1
A9003,Male,CRC,05yrs,158251,85,41.2,32.5,51.6,117826,68,39.4,30.0,51.2,20713,,,,,7914,,,,,New Castle 4
A9004,Male,CRC,05yrs,184836,130,33.4,27.1,41.2,158687,124,34.1,27.5,42.5,11226,,,,,11083,,,,,Sussex 3
A9005,Male,CRC,05yrs,150923,74,36.9,28.4,47.3,124932,59,32.7,24.1,43.6,7938,,,,,7023,,,,,New Castle 3
A9006,Male,CRC,05yrs,140312,74,50.1,39.1,63.2,75732,49,48.5,35.7,64.8,47323,19,48.9,29.2,76.6,11924,,,,,Kent 3
A9007,Male,CRC,05yrs,170203,83,37.9,29.9,47.6,119592,69,40.3,30.7,52.3,31926,,,,,15574,,,,,Sussex 2
A9008,Male,CRC,05yrs,143953,64,56.3,41.5,74.5,68794,40,57.5,38.9,81.7,43053,20,69.2,38.9,112.0,17411,,,,,New Castle 8
A9009,Male,CRC,05yrs,160453,75,51.8,39.9,66.0,111699,62,56.1,42.1,73.3,37241,,,,,6216,,,,,New Castle 9
A9010,Male,CRC,05yrs,146512,62,36.8,28.2,47.4,71480,37,34.7,24.3,49.0,35668,19,58.4,34.1,93.0,35570,,,,,New Castle 2
A9011,Male,CRC,05yrs,142998,91,51.6,41.3,63.9,102522,73,52.4,40.8,66.7,26991,,,,,10280,,,,,Kent 2
A9012,Male,CRC,05yrs,141909,65,43.8,33.5,56.2,56765,35,41.5,28.6,59.2,53581,22,47.4,28.8,73.3,24586,,,,,New Castle 6
A9013,Male,CRC,05yrs,139059,67,48.7,37.2,62.5,38394,20,43.0,25.4,69.3,86848,44,55.6,39.8,75.5,10507,,,,,New Castle 1
A9014,Male,CRC,05yrs,154211,75,45.0,35.2,56.8,86423,57,47.6,35.6,62.8,32931,,,,,22842,,,,,New Castle 5
A9015,Male,CRC,05yrs,187917,127,50.2,41.2,60.7,131528,111,52.2,41.8,64.7,26079,,,,,27030,,,,,Sussex 1
Nationwide,Male,CRC,05yrs,796689060,379433,43.0,42.9,43.2,494184486,275961,42.7,42.6,42.9,101599058,44328,50.9,50.4,51.4,146366990,37135,39.9,39.4,40.3,
Statewide,Male,CRC,05yrs,2314799,1193,42.7,40.2,45.3,1470172,899,42.6,39.7,45.7,513681,217,48.7,42.2,56.0,225177,47,37.7,26.6,51.5,
A9001,Both,Mela,05yrs,313287,87,27.7,22.0,34.5,233407,83,32.0,25.2,40.3,33817,,,,,19099,,,,,New Castle 7
A9002,Both,Mela,05yrs,294749,98,28.2,22.8,34.6,191624,94,39.1,31.2,48.4,75967,,,,,17558,,,,,Kent 1
A9003,Both,Mela,05yrs,329254,112,24.2,19.7,29.6,244777,110,30.3,24.3,37.4,45757,,,,,14122,,,,,New Castle 4
A9004,Both,Mela,05yrs,386847,337,44.2,38.5,50.7,334087,309,44.2,37.9,51.6,23497,,,,,21502,,,,,Sussex 3
A9005,Both,Mela,05yrs,315313,200,42.5,36.4,49.6,261890,193,47.3,40.2,55.5,16811,,,,,13673,,,,,New Castle 3
A9006,Both,Mela,05yrs,294002,77,23.5,18.4,29.6,154532,72,37.1,28.5,47.6,102247,,,,,25033,,,,,Kent 3
A9007,Both,Mela,05yrs,353931,134,28.0,23.2,33.5,249126,128,33.9,27.9,41.0,68967,,,,,29298,,,,,Sussex 2
A9008,Both,Mela,05yrs,295969,71,27.9,21.1,36.1,139882,70,47.4,35.8,61.5,92870,,,,,33816,,,,,New Castle 8
A9009,Both,Mela,05yrs,312126,134,41.9,34.8,50.1,218973,126,51.9,42.8,62.3,69929,,,,,12282,,,,,New Castle 9
A9010,Both,Mela,05yrs,304022,75,20.3,15.9,25.6,151330,71,30.9,23.7,40.0,75777,,,,,69396,,,,,New Castle 2
A9011,Both,Mela,05yrs,294744,104,29.3,23.7,35.9,210872,99,35.4,28.4,43.7,56960,,,,,19835,,,,,Kent 2
A9012,Both,Mela,05yrs,298228,50,14.9,11.0,19.8,118689,49,28.6,20.8,38.8,116324,,,,,49038,,,,,New Castle 6
A9013,Both,Mela,05yrs,292177,21,6.3,3.9,9.9,76274,17,16.7,9.5,27.9,188827,,,,,20307,,,,,New Castle 1
A9014,Both,Mela,05yrs,320448,89,23.5,18.8,29.1,182608,83,31.5,24.7,39.7,70222,,,,,44773,,,,,New Castle 5
A9015,Both,Mela,05yrs,381141,196,32.1,27.4,37.5,271412,186,37.3,31.4,44.3,50423,,,,,52081,,,,,Sussex 1
Nationwide,Both,Mela,05yrs,1617979533,429754,22.9,22.8,22.9,1002418996,395623,29.8,29.7,29.9,212147875,1856,1.0,0.9,1.0,289871306,9834,4.7,4.6,4.8,
Statewide,Both,Mela,05yrs,4786239,1788,29.0,27.6,30.4,3039483,1693,37.5,35.6,39.5,1088395,,,,,441816,,,,,
A9001,Female,Mela,05yrs,162386,40,23.8,16.7,32.9,120378,38,28.8,19.9,40.7,17798,,,,,10849,,,,,New Castle 7
A9002,Female,Mela,05yrs,152387,38,21.3,14.9,29.6,98855,37,30.5,21.0,42.9,39822,,,,,8591,,,,,Kent 1
A9003,Female,Mela,05yrs,171004,45,19.9,14.1,27.5,126951,44,25.9,18.0,36.4,25044,,,,,6208,,,,,New Castle 4
A9004,Female,Mela,05yrs,202011,115,30.0,23.5,38.2,175400,102,27.8,21.1,36.7,12271,,,,,10419,,,,,Sussex 3
A9005,Female,Mela,05yrs,164390,85,36.8,28.6,46.9,136958,82,40.9,31.3,52.7,8873,,,,,6650,,,,,New Castle 3
A9006,Female,Mela,05yrs,153690,35,20.6,14.1,29.1,78800,34,36.2,24.3,51.9,54925,,,,,13110,,,,,Kent 3
A9007,Female,Mela,05yrs,183728,45,19.1,13.7,26.2,129535,43,24.3,17.0,34.0,37040,,,,,13724,,,,,Sussex 2
A9008,Female,Mela,05yrs,152016,24,17.5,10.7,26.9,71088,23,31.9,19.2,49.7,49817,,,,,16406,,,,,New Castle 8
A9009,Female,Mela,05yrs,151673,61,38.0,28.8,49.3,107274,55,45.4,33.8,59.9,32688,,,,,6066,,,,,New Castle 9
A9010,Female,Mela,05yrs,157510,25,12.6,8.0,19.1,79850,25,22.1,13.4,34.9,40109,,,,,33826,,,,,New Castle 2
A9011,Female,Mela,05yrs,151747,41,24.2,17.0,33.4,108350,39,30.3,20.9,42.5,29969,,,,,9555,,,,,Kent 2
A9012,Female,Mela,05yrs,156319,23,11.8,7.4,18.1,61925,22,25.3,15.2,40.3,62743,,,,,24452,,,,,New Castle 6
A9013,Female,Mela,05yrs,153117,,,,,37880,,,,,101979,,,,,9801,,,,,New Castle 1
A9014,Female,Mela,05yrs,166237,41,19.2,13.6,26.5,96185,38,25.1,17.3,35.8,37291,,,,,21931,,,,,New Castle 5
A9015,Female,Mela,05yrs,193224,66,21.5,16.1,28.4,139883,59,24.8,17.6,34.2,24344,,,,,25052,,,,,Sussex 1
Nationwide,Female,Mela,05yrs,821290473,175882,18.3,18.2,18.4,508234510,159238,24.5,24.4,24.6,110548817,988,0.9,0.8,0.9,143504316,5389,4.7,4.6,4.8,
Statewide,Female,Mela,05yrs,2471440,696,22.0,20.3,23.8,1569311,651,29.4,27.0,32.1,574714,,,,,216639,,,,,
A9001,Male,Mela,05yrs,150901,47,32.6,23.6,44.0,113029,45,36.4,26.2,49.6,16019,,,,,8250,,,,,New Castle 7
A9002,Male,Mela,05yrs,142362,60,36.8,27.8,47.8,92769,57,49.2,36.8,64.7,36146,,,,,8967,,,,,Kent 1
A9003,Male,Mela,05yrs,158251,67,30.2,23.1,39.0,117826,66,36.6,27.7,47.8,20713,,,,,7914,,,,,New Castle 4
A9004,Male,Mela,05yrs,184836,222,59.8,50.4,70.9,158687,207,62.2,51.4,75.0,11226,,,,,11083,,,,,Sussex 3
A9005,Male,Mela,05yrs,150923,115,51.0,41.7,62.1,124932,111,56.9,46.1,69.8,7938,,,,,7023,,,,,New Castle 3
A9006,Male,Mela,05yrs,140312,42,29.1,20.8,39.6,75732,38,41.4,28.7,57.9,47323,,,,,11924,,,,,Kent 3
A9007,Male,Mela,05yrs,170203,89,39.5,31.5,49.1,119592,85,46.4,36.5,58.4,31926,,,,,15574,,,,,Sussex 2
A9008,Male,Mela,05yrs,143953,47,41.5,28.7,57.5,68794,47,66.4,46.2,92.2,43053,,,,,17411,,,,,New Castle 8
A9009,Male,Mela,05yrs,160453,73,48.7,37.1,62.5,111699,71,62.1,47.1,80.2,37241,,,,,6216,,,,,New Castle 9
A9010,Male,Mela,05yrs,146512,50,30.9,22.8,41.0,71480,46,43.6,31.6,59.5,35668,,,,,35570,,,,,New Castle 2
A9011,Male,Mela,05yrs,142998,63,35.5,27.1,46.0,102522,60,41.6,31.4,54.5,26991,,,,,10280,,,,,Kent 2
A9012,Male,Mela,05yrs,141909,27,19.4,12.6,28.6,56765,27,34.4,22.3,51.5,53581,,,,,24586,,,,,New Castle 6
A9013,Male,Mela,05yrs,139059,,,,,38394,,,,,86848,,,,,10507,,,,,New Castle 1
A9014,Male,Mela,05yrs,154211,48,28.7,21.1,38.4,86423,45,39.5,28.4,53.9,32931,,,,,22842,,,,,New Castle 5
A9015,Male,Mela,05yrs,187917,130,44.1,36.4,53.2,131528,127,51.8,42.2,63.4,26079,,,,,27030,,,,,Sussex 1
Nationwide,Male,Mela,05yrs,796689060,253872,29.1,29.0,29.2,494184486,236385,36.7,36.6,36.9,101599058,868,1.1,1.0,1.2,146366990,4445,5.0,4.8,5.1,
Statewide,Male,Mela,05yrs,2314799,1092,38.0,35.7,40.4,1470172,1042,47.8,44.8,51.0,513681,,,,,225177,,,,,
A9001,Both,Urinary,05yrs,313287,73,24.7,19.2,31.3,233407,64,26.1,19.9,33.6,33817,,,,,19099,,,,,New Castle 7
A9002,Both,Urinary,05yrs,294749,81,23.3,18.4,29.1,191624,65,26.1,20.0,33.7,75967,,,,,17558,,,,,Kent 1
A9003,Both,Urinary,05yrs,329254,109,20.1,16.5,24.5,244777,99,21.8,17.6,27.0,45757,,,,,14122,,,,,New Castle 4
A9004,Both,Urinary,05yrs,386847,215,24.0,20.6,28.1,334087,210,25.3,21.6,29.9,23497,,,,,21502,,,,,Sussex 3
A9005,Both,Urinary,05yrs,315313,110,20.0,16.3,24.5,261890,104,21.3,17.3,26.4,16811,,,,,13673,,,,,New Castle 3
A9006,Both,Urinary,05yrs,294002,82,22.7,18.0,28.3,154532,67,28.2,21.6,36.3,102247,,,,,25033,,,,,Kent 3
A9007,Both,Urinary,05yrs,353931,112,21.7,17.8,26.4,249126,100,22.9,18.5,28.4,68967,,,,,29298,,,,,Sussex 2
A9008,Both,Urinary,05yrs,295969,70,35.3,26.6,45.6,139882,53,46.8,33.8,62.7,92870,,,,,33816,,,,,New Castle 8
A9009,Both,Urinary,05yrs,312126,113,39.6,32.2,48.0,218973,97,43.0,34.4,53.0,69929,,,,,12282,,,,,New Castle 9
A9010,Both,Urinary,05yrs,304022,75,18.7,14.6,23.7,151330,64,23.8,17.9,31.6,75777,,,,,69396,,,,,New Castle 2
A9011,Both,Urinary,05yrs,294744,89,21.9,17.5,27.2,210872,80,24.8,19.6,31.2,56960,,,,,19835,,,,,Kent 2
A9012,Both,Urinary,05yrs,298228,89,28.1,22.4,34.8,118689,56,30.0,22.5,39.6,116324,24,22.3,13.8,33.9,49038,,,,,New Castle 6
A9013,Both,Urinary,05yrs,292177,53,18.2,13.6,24.0,76274,24,25.1,15.8,38.3,188827,26,14.7,9.5,21.7,20307,,,,,New Castle 1
A9014,Both,Urinary,05yrs,320448,82,21.9,17.4,27.4,182608,64,22.0,16.9,28.5,70222,,,,,44773,,,,,New Castle 5
A9015,Both,Urinary,05yrs,381141,168,25.1,21.3,29.5,271412,152,26.0,21.7,31.2,50423,,,,,52081,,,,,Sussex 1
Nationwide,Both,Urinary,05yrs,1617979533,380188,19.4,19.3,19.4,1002418996,325099,21.9,21.8,22.0,212147875,22113,11.5,11.4,11.7,289871306,18943,10.8,10.6,10.9,
Statewide,Both,Urinary,05yrs,4786239,1524,23.4,22.2,24.7,3039483,1302,25.6,24.2,27.1,1088395,151,14.6,12.3,17.3,441816,33,18.3,12.2,26.0,
A9001,Female,Urinary,05yrs,162386,21,13.1,8.0,20.4,120378,16,12.0,6.8,20.2,17798,,,,,10849,,,,,New Castle 7
A9002,Female,Urinary,05yrs,152387,25,13.2,8.5,19.8,98855,18,13.3,7.7,21.6,39822,,,,,8591,,,,,Kent 1
A9003,Female,Urinary,05yrs,171004,27,9.0,5.9,13.7,126951,27,10.7,6.9,16.7,25044,,,,,6208,,,,,New Castle 4
A9004,Female,Urinary,05yrs,202011,50,10.9,7.7,15.6,175400,49,11.6,8.1,17.3,12271,,,,,10419,,,,,Sussex 3
A9005,Female,Urinary,05yrs,164390,27,8.1,5.3,12.5,136958,25,8.1,5.2,13.1,8873,,,,,6650,,,,,New Castle 3
A9006,Female,Urinary,05yrs,153690,23,11.2,7.0,17.3,78800,20,15.7,9.2,25.8,54925,,,,,13110,,,,,Kent 3
A9007,Female,Urinary,05yrs,183728,24,8.1,5.2,12.5,129535,22,9.0,5.5,14.5,37040,,,,,13724,,,,,Sussex 2
A9008,Female,Urinary,05yrs,152016,16,14.8,7.9,24.7,71088,,,,,49817,,,,,16406,,,,,New Castle 8
A9009,Female,Urinary,05yrs,151673,27,19.6,12.6,28.8,107274,26,24.4,15.7,36.3,32688,,,,,6066,,,,,New Castle 9
A9010,Female,Urinary,05yrs,157510,,,,,79850,,,,,40109,,,,,33826,,,,,New Castle 2
A9011,Female,Urinary,05yrs,151747,21,9.6,5.9,15.1,108350,19,10.9,6.5,17.8,29969,,,,,9555,,,,,Kent 2
A9012,Female,Urinary,05yrs,156319,16,9.0,5.1,14.8,61925,,,,,62743,,,,,24452,,,,,New Castle 6
A9013,Female,Urinary,05yrs,153117,18,10.5,6.2,16.8,37880,,,,,101979,,,,,9801,,,,,New Castle 1
A9014,Female,Urinary,05yrs,166237,17,7.7,4.4,12.7,96185,,,,,37291,,,,,21931,,,,,New Castle 5
A9015,Female,Urinary,05yrs,193224,37,10.7,7.2,15.7,139883,36,12.6,8.0,19.3,24344,,,,,25052,,,,,Sussex 1
Nationwide,Female,Urinary,05yrs,821290473,90597,8.4,8.3,8.4,508234510,75167,9.3,9.2,9.4,110548817,7173,6.4,6.3,6.6,143504316,4959,5.0,4.8,5.1,
Statewide,Female,Urinary,05yrs,2471440,360,10.1,9.0,11.2,1569311,304,10.9,9.7,12.3,574714,41,7.1,5.0,9.6,216639,,,,,
A9001,Male,Urinary,05yrs,150901,52,39.0,28.8,51.6,113029,48,42.8,31.2,57.6,16019,,,,,8250,,,,,New Castle 7
A9002,Male,Urinary,05yrs,142362,56,35.7,26.7,46.8,92769,47,41.6,30.2,56.1,36146,,,,,8967,,,,,Kent 1
A9003,Male,Urinary,05yrs,158251,82,34.6,27.4,43.4,117826,72,36.2,28.2,46.3,20713,,,,,7914,,,,,New Castle 4
A9004,Male,Urinary,05yrs,184836,165,39.4,33.1,47.1,158687,161,41.2,34.4,49.8,11226,,,,,11083,,,,,Sussex 3
A9005,Male,Urinary,05yrs,150923,83,34.7,27.4,43.6,124932,79,37.5,29.4,47.8,7938,,,,,7023,,,,,New Castle 3
A9006,Male,Urinary,05yrs,140312,59,39.1,29.7,50.6,75732,47,46.1,33.7,62.0,47323,,,,,11924,,,,,Kent 3
A9007,Male,Urinary,05yrs,170203,88,38.3,30.5,47.7,119592,78,39.8,31.2,50.6,31926,,,,,15574,,,,,Sussex 2
A9008,Male,Urinary,05yrs,143953,54,61.4,43.9,82.7,68794,42,79.2,54.2,110.7,43053,,,,,17411,,,,,New Castle 8
A9009,Male,Urinary,05yrs,160453,86,61.7,48.4,77.3,111699,71,63.4,48.4,81.5,37241,,,,,6216,,,,,New Castle 9
A9010,Male,Urinary,05yrs,146512,65,39.2,30.2,50.1,71480,56,51.2,38.2,68.0,35668,,,,,35570,,,,,New Castle 2
A9011,Male,Urinary,05yrs,142998,68,35.7,27.5,45.7,102522,61,40.1,30.5,52.2,26991,,,,,10280,,,,,Kent 2
A9012,Male,Urinary,05yrs,141909,73,54.0,41.9,68.5,56765,49,59.6,43.7,80.1,53581,19,44.2,25.6,70.4,24586,,,,,New Castle 6
A9013,Male,Urinary,05yrs,139059,35,30.6,20.8,43.0,38394,19,53.2,31.1,85.2,86848,,,,,10507,,,,,New Castle 1
A9014,Male,Urinary,05yrs,154211,65,42.8,32.8,54.9,86423,50,43.0,31.8,57.4,32931,,,,,22842,,,,,New Castle 5
A9015,Male,Urinary,05yrs,187917,131,42.4,35.3,50.8,131528,116,42.3,34.8,51.7,26079,,,,,27030,,,,,Sussex 1
Nationwide,Male,Urinary,05yrs,796689060,289591,33.5,33.3,33.6,494184486,249932,37.5,37.3,37.6,101599058,14940,19.2,18.8,19.5,146366990,13984,18.5,18.2,18.9,
Statewide,Male,Urinary,05yrs,2314799,1164,40.3,38.0,42.7,1470172,998,43.7,41.0,46.6,513681,110,25.2,20.5,30.7,225177,25,33.2,20.6,49.4,
A9001,Both,NHL,05yrs,313287,69,22.1,17.0,28.3,233407,59,22.7,17.1,29.8,33817,,,,,19099,,,,,New Castle 7
A9002,Both,NHL,05yrs,294749,68,19.5,15.0,24.9,191624,52,20.6,15.2,27.5,75967,,,,,17558,,,,,Kent 1
A9003,Both,NHL,05yrs,329254,94,19.0,15.1,23.6,244777,81,20.3,15.7,26.0,45757,,,,,14122,,,,,New Castle 4
A9004,Both,NHL,05yrs,386847,151,19.1,15.5,23.5,334087,145,19.1,15.3,23.8,23497,,,,,21502,,,,,Sussex 3
A9005,Both,NHL,05yrs,315313,77,14.1,11.0,18.0,261890,72,15.1,11.6,19.5,16811,,,,,13673,,,,,New Castle 3
A9006,Both,NHL,05yrs,294002,49,14.7,10.8,19.6,154532,40,17.6,12.5,24.4,102247,,,,,25033,,,,,Kent 3
A9007,Both,NHL,05yrs,353931,95,19.9,15.9,24.7,249126,75,18.2,14.1,23.4,68967,,,,,29298,,,,,Sussex 2
A9008,Both,NHL,05yrs,295969,59,23.9,17.4,31.8,139882,40,26.5,18.0,37.6,92870,,,,,33816,,,,,New Castle 8
A9009,Both,NHL,05yrs,312126,76,25.6,19.9,32.4,218973,62,27.1,20.5,35.2,69929,,,,,12282,,,,,New Castle 9
A9010,Both,NHL,05yrs,304022,55,15.3,11.4,20.2,151330,33,13.2,8.9,19.4,75777,,,,,69396,,,,,New Castle 2
A9011,Both,NHL,05yrs,294744,65,16.6,12.7,21.4,210872,54,16.9,12.6,22.5,56960,,,,,19835,,,,,Kent 2
A9012,Both,NHL,05yrs,298228,74,22.8,17.8,28.8,118689,49,27.4,20.0,37.0,116324,18,16.2,9.1,26.5,49038,,,,,New Castle 6
A9013,Both,NHL,05yrs,292177,45,14.2,10.3,19.3,76274,16,17.9,9.5,30.9,188827,25,12.9,8.2,19.3,20307,,,,,New Castle 1
A9014,Both,NHL,05yrs,320448,67,18.6,14.3,23.9,182608,47,18.1,13.0,24.8,70222,,,,,44773,,,,,New Castle 5
A9015,Both,NHL,05yrs,381141,97,16.2,12.9,20.2,271412,83,15.4,11.9,19.9,50423,,,,,52081,,,,,Sussex 1
Nationwide,Both,NHL,05yrs,1617979533,360764,19.0,18.9,19.0,1002418996,277110,19.8,19.7,19.9,212147875,28861,14.2,14.1,14.4,289871306,35643,17.5,17.3,17.7,
Statewide,Both,NHL,05yrs,4786239,1153,18.6,17.5,19.7,3039483,914,19.0,17.7,20.3,1088395,157,14.8,12.5,17.3,441816,50,20.7,14.8,28.1,
A9001,Female,NHL,05yrs,162386,27,16.2,10.5,24.1,120378,24,18.3,11.5,28.1,17798,,,,,10849,,,,,New Castle 7
A9002,Female,NHL,05yrs,152387,33,16.7,11.4,23.8,98855,24,16.3,10.4,25.0,39822,,,,,8591,,,,,Kent 1
A9003,Female,NHL,05yrs,171004,43,14.5,10.4,20.1,126951,35,14.1,9.8,20.6,25044,,,,,6208,,,,,New Castle 4
A9004,Female,NHL,05yrs,202011,70,15.8,11.8,21.4,175400,68,17.2,12.4,24.1,12271,,,,,10419,,,,,Sussex 3
A9005,Female,NHL,05yrs,164390,36,12.6,8.5,18.3,136958,34,13.8,9.2,20.6,8873,,,,,6650,,,,,New Castle 3
A9006,Female,NHL,05yrs,153690,18,9.3,5.3,15.1,78800,16,11.7,6.7,20.1,54925,,,,,13110,,,,,Kent 3
A9007,Female,NHL,05yrs,183728,50,19.1,13.9,25.7,129535,38,16.2,11.3,23.0,37040,,,,,13724,,,,,Sussex 2
A9008,Female,NHL,05yrs,152016,22,15.0,8.9,23.7,71088,17,21.5,11.6,36.6,49817,,,,,16406,,,,,New Castle 8
A9009,Female,NHL,05yrs,151673,33,21.6,14.7,30.7,107274,25,20.8,13.2,31.4,32688,,,,,6066,,,,,New Castle 9
A9010,Female,NHL,05yrs,157510,24,11.0,6.8,17.0,79850,,,,,40109,,,,,33826,,,,,New Castle 2
A9011,Female,NHL,05yrs,151747,28,14.7,9.6,21.7,108350,21,14.2,8.6,22.6,29969,,,,,9555,,,,,Kent 2
A9012,Female,NHL,05yrs,156319,30,16.5,11.0,23.9,61925,18,18.7,10.7,31.6,62743,,,,,24452,,,,,New Castle 6
A9013,Female,NHL,05yrs,153117,28,15.7,10.3,23.1,37880,,,,,101979,,,,,9801,,,,,New Castle 1
A9014,Female,NHL,05yrs,166237,29,15.0,9.8,21.9,96185,22,15.8,9.3,25.6,37291,,,,,21931,,,,,New Castle 5
A9015,Female,NHL,05yrs,193224,41,12.5,8.7,17.6,139883,33,11.6,7.5,17.7,24344,,,,,25052,,,,,Sussex 1
Nationwide,Female,NHL,05yrs,821290473,161952,15.7,15.6,15.8,508234510,122740,16.3,16.2,16.4,110548817,13679,12.1,11.9,12.3,143504316,16684,15.4,15.1,15.6,
Statewide,Female,NHL,05yrs,2471440,516,15.2,13.9,16.7,1569311,402,15.5,13.9,17.2,574714,82,13.6,10.8,17.0,216639,21,17.8,10.4,27.8,
A9001,Male,NHL,05yrs,150901,42,29.0,20.5,39.8,113029,35,27.8,19.0,39.5,16019,,,,,8250,,,,,New Castle 7
A9002,Male,NHL,05yrs,142362,35,22.6,15.5,31.8,92769,28,25.5,16.6,37.7,36146,,,,,8967,,,,,Kent 1
A9003,Male,NHL,05yrs,158251,51,24.4,17.9,32.7,117826,46,27.6,19.5,38.1,20713,,,,,7914,,,,,New Castle 4
A9004,Male,NHL,05yrs,184836,81,22.5,16.6,30.0,158687,77,21.0,15.4,28.7,11226,,,,,11083,,,,,Sussex 3
A9005,Male,NHL,05yrs,150923,41,16.3,11.6,22.6,124932,38,16.9,11.8,24.1,7938,,,,,7023,,,,,New Castle 3
A9006,Male,NHL,05yrs,140312,31,21.0,14.1,30.1,75732,24,23.9,15.2,36.4,47323,,,,,11924,,,,,Kent 3
A9007,Male,NHL,05yrs,170203,45,20.9,14.9,28.6,119592,37,20.6,14.0,29.6,31926,,,,,15574,,,,,Sussex 2
A9008,Male,NHL,05yrs,143953,37,34.9,22.9,50.5,68794,23,32.7,18.9,52.3,43053,,,,,17411,,,,,New Castle 8
A9009,Male,NHL,05yrs,160453,43,31.0,21.6,42.9,111699,37,36.2,24.4,51.4,37241,,,,,6216,,,,,New Castle 9
A9010,Male,NHL,05yrs,146512,31,20.5,13.8,29.2,71480,18,17.9,10.4,29.5,35668,,,,,35570,,,,,New Castle 2
A9011,Male,NHL,05yrs,142998,37,18.7,13.1,26.2,102522,33,20.1,13.8,29.0,26991,,,,,10280,,,,,Kent 2
A9012,Male,NHL,05yrs,141909,44,31.1,22.3,42.2,56765,31,38.4,25.8,55.8,53581,,,,,24586,,,,,New Castle 6
A9013,Male,NHL,05yrs,139059,17,12.8,7.2,21.0,38394,,,,,86848,,,,,10507,,,,,New Castle 1
A9014,Male,NHL,05yrs,154211,38,24.0,16.8,33.2,86423,25,22.1,14.0,33.5,32931,,,,,22842,,,,,New Castle 5
A9015,Male,NHL,05yrs,187917,56,20.5,15.1,27.3,131528,50,19.9,14.3,27.5,26079,,,,,27030,,,,,Sussex 1
Nationwide,Male,NHL,05yrs,796689060,198812,22.9,22.8,23.0,494184486,154370,24.0,23.8,24.1,101599058,15182,17.1,16.8,17.4,146366990,18959,20.2,19.9,20.5,
Statewide,Male,NHL,05yrs,2314799,637,22.6,20.8,24.5,1470172,512,23.2,21.1,25.4,513681,75,15.8,12.3,19.9,225177,29,23.9,14.8,35.8,
A9001,Both,Kidney,05yrs,313287,57,17.8,13.4,23.4,233407,50,18.7,13.7,25.1,33817,,,,,19099,,,,,New Castle 7
A9002,Both,Kidney,05yrs,294749,74,20.2,15.8,25.6,191624,56,21.7,16.2,28.6,75967,,,,,17558,,,,,Kent 1
A9003,Both,Kidney,05yrs,329254,81,16.7,13.1,21.0,244777,70,17.9,13.7,23.1,45757,,,,,14122,,,,,New Castle 4
A9004,Both,Kidney,05yrs,386847,104,12.6,9.9,16.1,334087,98,13.1,10.0,17.2,23497,,,,,21502,,,,,Sussex 3
A9005,Both,Kidney,05yrs,315313,61,12.7,9.5,16.7,261890,56,13.7,10.1,18.5,16811,,,,,13673,,,,,New Castle 3
A9006,Both,Kidney,05yrs,294002,70,20.2,15.6,25.7,154532,40,17.3,12.1,24.2,102247,27,28.9,18.9,42.3,25033,,,,,Kent 3
A9007,Both,Kidney,05yrs,353931,68,14.0,10.7,18.1,249126,57,15.7,11.5,21.0,68967,,,,,29298,,,,,Sussex 2
A9008,Both,Kidney,05yrs,295969,68,23.3,17.7,30.3,139882,38,23.4,15.9,33.4,92870,25,29.4,18.5,44.5,33816,,,,,New Castle 8
A9009,Both,Kidney,05yrs,312126,81,25.2,19.8,31.7,218973,55,23.2,17.2,30.6,69929,21,38.7,22.8,61.0,12282,,,,,New Castle 9
A9010,Both,Kidney,05yrs,304022,42,11.5,8.2,15.7,151330,28,11.9,7.7,18.0,75777,,,,,69396,,,,,New Castle 2
A9011,Both,Kidney,05yrs,294744,86,22.6,18.0,28.2,210872,68,23.0,17.6,29.6,56960,,,,,19835,,,,,Kent 2
A9012,Both,Kidney,05yrs,298228,58,17.2,12.9,22.4,118689,27,15.7,9.9,24.1,116324,29,24.1,15.7,35.4,49038,,,,,New Castle 6
A9013,Both,Kidney,05yrs,292177,51,15.8,11.7,21.0,76274,,,,,188827,34,16.2,11.1,22.9,20307,,,,,New Castle 1
A9014,Both,Kidney,05yrs,320448,61,16.7,12.7,21.6,182608,42,17.2,12.1,23.9,70222,,,,,44773,,,,,New Castle 5
